Image_ID,Body_Shape,Shoulder_cm,Waist_cm,Hip_cm,Hip_Waist_Ratio,Colour_Palette,Garment_Type,Garment_Colour,Sleeve,Neckline,Pattern,Fabric,Occasion,Recommendation,Height_cm
IMG_406,Inverted Triangle,48,29,45,1.55,Warm,T-Shirt,Maroon,Sleeveless,High Neck,Solid,Cotton,Traditional,Flowy Dress,170.0
IMG_407,Apple,36,27,46,1.7,Neutral,Shirt,White,Half,High Neck,Striped,Silk,Party,Straight-Leg Trousers,156.5
IMG_408,Pear,41,26,35,1.35,Warm,Jeans,Lavender,-,-,Checked,Rayon,Party,Dark Bottom,163.9
IMG_409,Hourglass,45,27,35,1.3,Warm,Blouse,Black,Half,Collar,Floral,Polyester,Party,Wrap Dress,166.0
IMG_410,Pear,39,39,39,1.0,Cool,Skirt,White,-,-,Floral,Linen,College,Dark Bottom,169.1
IMG_411,Pear,46,32,44,1.38,Warm,T-Shirt,White,Short,Round,Floral,Polyester,College,Dark Bottom,170.7
IMG_412,Rectangle,36,35,40,1.14,Warm,Blouse,Olive,3/4,Boat,Solid,Silk,College,Peplum Top,156.0
IMG_413,Rectangle,35,30,44,1.47,Neutral,Kurti,Black,Full,High Neck,Printed,Denim,Party,Peplum Top,152.7
IMG_414,Pear,40,36,45,1.25,Cool,Skirt,Peach,-,-,Striped,Rayon,Traditional,A-Line Dress,175.2
IMG_415,Pear,34,36,48,1.33,Cool,Jacket,Green,Short,Round,Floral,Linen,Formal,Boat-Neck Top,167.7
IMG_416,Pear,38,26,42,1.62,Neutral,Skirt,Green,-,-,Floral,Rayon,Formal,A-Line Dress,159.0
IMG_417,Apple,41,33,46,1.39,Warm,Jacket,Peach,3/4,Collar,Solid,Silk,Casual,V-Neck Outfit,177.4
IMG_418,Apple,40,32,34,1.06,Warm,Shirt,Green,Full,Square,Polka Dot,Linen,Traditional,Empire-Waist Dress,165.9
IMG_419,Rectangle,44,36,41,1.14,Warm,Dress,Maroon,3/4,Collar,Printed,Rayon,Traditional,Pleated Skirt,174.4
IMG_420,Inverted Triangle,45,36,39,1.08,Warm,Dress,White,Sleeveless,Collar,Checked,Rayon,Party,V-Neck Top,165.5
IMG_421,Pear,45,27,34,1.26,Warm,Skirt,Peach,-,-,Solid,Linen,Traditional,Structured Top,181.5
IMG_422,Inverted Triangle,37,27,48,1.78,Cool,Dress,Sky Blue,Half,Round,Floral,Cotton,Traditional,A-Line Skirt,179.0
IMG_423,Inverted Triangle,46,40,41,1.02,Neutral,Kurti,Yellow,Short,Boat,Solid,Polyester,Casual,Flowy Dress,163.0
IMG_424,Apple,47,35,41,1.17,Warm,Sweater,Brown,Short,High Neck,Striped,Cotton,College,Straight-Leg Trousers,172.8
IMG_425,Inverted Triangle,42,40,40,1.0,Neutral,Dress,Olive,Half,Boat,Checked,Linen,College,Wide-Leg Trousers,170.2
IMG_426,Apple,36,32,43,1.34,Neutral,Kurti,Red,Half,High Neck,Polka Dot,Polyester,Formal,Empire-Waist Dress,175.9
IMG_427,Rectangle,37,35,45,1.29,Cool,Blouse,Yellow,Short,Square,Printed,Wool,Party,Peplum Top,157.3
IMG_428,Inverted Triangle,46,31,42,1.35,Neutral,Skirt,Olive,-,-,Polka Dot,Wool,Traditional,V-Neck Top,170.5
IMG_429,Hourglass,48,39,40,1.03,Warm,T-Shirt,Green,3/4,V-Neck,Solid,Wool,Casual,Fitted Dress,173.5
IMG_430,Pear,38,38,46,1.21,Neutral,Jeans,Red,-,-,Striped,Rayon,Casual,Boat-Neck Top,150.9
IMG_431,Hourglass,37,38,42,1.11,Cool,Shirt,Maroon,Full,Sweetheart,Polka Dot,Wool,Traditional,Fitted Dress,155.5
IMG_432,Inverted Triangle,45,36,42,1.17,Neutral,Jeans,Sky Blue,-,-,Polka Dot,Wool,Casual,Flowy Dress,148.7
IMG_433,Rectangle,40,32,46,1.44,Warm,T-Shirt,Green,Half,V-Neck,Printed,Rayon,College,Layered Outfit,162.8
IMG_434,Rectangle,48,36,45,1.25,Neutral,Kurti,Brown,Full,V-Neck,Polka Dot,Denim,Party,Pleated Skirt,170.7
IMG_435,Pear,36,36,35,0.97,Neutral,Kurti,Navy Blue,Sleeveless,Boat,Solid,Silk,Party,Boat-Neck Top,177.0
IMG_436,Rectangle,36,28,43,1.54,Cool,Jacket,Black,Short,Round,Striped,Linen,Traditional,Peplum Top,165.6
IMG_437,Apple,46,40,44,1.1,Neutral,Jeans,Lavender,-,-,Floral,Rayon,Traditional,Straight-Leg Trousers,178.0
IMG_438,Rectangle,35,38,45,1.18,Warm,Blouse,Green,Full,Round,Printed,Denim,College,Pleated Skirt,154.0
IMG_439,Pear,35,31,37,1.19,Cool,Trousers,Yellow,-,-,Checked,Linen,Formal,Dark Bottom,151.4
IMG_440,Hourglass,42,39,46,1.18,Neutral,Trousers,White,-,-,Floral,Denim,Traditional,Fitted Dress,164.6
IMG_441,Rectangle,34,36,48,1.33,Warm,Skirt,Pink,-,-,Checked,Polyester,Party,Peplum Top,168.1
IMG_442,Rectangle,48,34,47,1.38,Neutral,Jacket,Green,3/4,Round,Checked,Wool,Formal,Belted Dress,164.7
IMG_443,Pear,42,27,35,1.3,Neutral,Kurti,Brown,Sleeveless,High Neck,Solid,Denim,Formal,Dark Bottom,148.5
IMG_444,Apple,47,27,37,1.37,Neutral,Skirt,Lavender,-,-,Polka Dot,Rayon,Casual,Empire-Waist Dress,164.3
IMG_445,Rectangle,34,33,45,1.36,Warm,Shirt,Black,Sleeveless,V-Neck,Checked,Polyester,Casual,Layered Outfit,154.6
IMG_446,Inverted Triangle,48,30,40,1.33,Neutral,Skirt,Peach,-,-,Floral,Linen,Casual,Flowy Dress,170.4
IMG_447,Hourglass,44,27,42,1.56,Neutral,Sweater,Yellow,Sleeveless,Sweetheart,Polka Dot,Polyester,Casual,Wrap Dress,167.9
IMG_448,Hourglass,39,40,42,1.05,Neutral,Jeans,Red,-,-,Printed,Cotton,Party,Belted Outfit,157.5
IMG_449,Hourglass,40,32,47,1.47,Warm,Kurti,Peach,Short,V-Neck,Polka Dot,Silk,Traditional,High-Waist Trousers,160.9
IMG_450,Rectangle,44,28,38,1.36,Neutral,Kurti,Black,Short,Round,Solid,Cotton,Traditional,Pleated Skirt,156.5
IMG_451,Rectangle,42,34,35,1.03,Neutral,Trousers,Sky Blue,-,-,Striped,Silk,Traditional,Layered Outfit,164.5
IMG_452,Apple,36,28,37,1.32,Cool,Dress,Lavender,Sleeveless,V-Neck,Polka Dot,Rayon,Traditional,V-Neck Outfit,172.6
IMG_453,Apple,47,38,48,1.26,Neutral,Kurti,Peach,Sleeveless,Collar,Polka Dot,Cotton,Party,V-Neck Outfit,157.1
IMG_454,Inverted Triangle,37,37,43,1.16,Cool,Blouse,Maroon,Short,Round,Checked,Polyester,Casual,Wide-Leg Trousers,169.0
IMG_455,Rectangle,39,33,41,1.24,Neutral,Jeans,Olive,-,-,Polka Dot,Polyester,Formal,Belted Dress,160.8
IMG_456,Pear,46,31,40,1.29,Cool,Dress,Black,Short,High Neck,Polka Dot,Wool,College,Boat-Neck Top,158.7
IMG_457,Rectangle,47,31,36,1.16,Cool,Jacket,Grey,3/4,Collar,Checked,Silk,Traditional,Peplum Top,164.1
IMG_458,Hourglass,36,36,43,1.19,Cool,Blouse,Lavender,Full,V-Neck,Checked,Wool,Casual,Wrap Dress,156.7
IMG_459,Apple,48,26,47,1.81,Warm,Sweater,Yellow,Full,Boat,Printed,Denim,Casual,Straight-Leg Trousers,160.6
IMG_460,Inverted Triangle,42,40,42,1.05,Warm,Trousers,Yellow,-,-,Floral,Denim,Traditional,V-Neck Top,155.4
IMG_461,Apple,36,33,42,1.27,Cool,Trousers,White,-,-,Printed,Cotton,Formal,Empire-Waist Dress,180.7
IMG_462,Inverted Triangle,46,34,36,1.06,Warm,Sweater,Navy Blue,Full,High Neck,Striped,Wool,College,V-Neck Top,165.3
IMG_463,Inverted Triangle,34,29,46,1.59,Warm,Jeans,Sky Blue,-,-,Checked,Denim,Casual,Wide-Leg Trousers,159.4
IMG_464,Rectangle,42,40,46,1.15,Cool,Jacket,Pink,Sleeveless,Round,Polka Dot,Linen,Casual,Belted Dress,166.7
IMG_465,Apple,47,37,38,1.03,Neutral,Blouse,Green,3/4,High Neck,Floral,Linen,Traditional,V-Neck Outfit,164.1
IMG_466,Pear,42,30,40,1.33,Cool,Trousers,Green,-,-,Checked,Silk,College,A-Line Dress,163.2
IMG_467,Inverted Triangle,42,40,36,0.9,Warm,Shirt,Navy Blue,Full,High Neck,Checked,Denim,Formal,Wide-Leg Trousers,169.9
IMG_468,Hourglass,36,31,43,1.39,Warm,Skirt,Yellow,-,-,Checked,Wool,Casual,Belted Outfit,171.1
IMG_469,Pear,44,33,41,1.24,Warm,Skirt,Olive,-,-,Solid,Denim,Casual,Structured Top,160.8
IMG_470,Pear,43,35,36,1.03,Neutral,T-Shirt,Yellow,Full,V-Neck,Solid,Denim,Party,Structured Top,160.4
IMG_471,Apple,42,32,43,1.34,Warm,Jeans,Yellow,-,-,Solid,Denim,College,Longline Jacket,162.8
IMG_472,Pear,47,33,36,1.09,Cool,Sweater,Lavender,Short,Sweetheart,Printed,Rayon,Formal,Boat-Neck Top,146.6
IMG_473,Rectangle,36,37,44,1.19,Cool,Sweater,Grey,Full,Round,Striped,Silk,College,Layered Outfit,152.9
IMG_474,Apple,35,26,37,1.42,Neutral,Skirt,Lavender,-,-,Striped,Polyester,Casual,Empire-Waist Dress,175.9
IMG_475,Apple,41,40,43,1.07,Neutral,Kurti,Black,Sleeveless,Round,Floral,Wool,Formal,V-Neck Outfit,178.2
IMG_476,Inverted Triangle,48,38,44,1.16,Cool,Trousers,Green,-,-,Solid,Wool,Traditional,Flowy Dress,163.0
IMG_477,Inverted Triangle,37,38,41,1.08,Neutral,Sweater,Maroon,Sleeveless,Boat,Striped,Linen,College,Wide-Leg Trousers,169.6
IMG_478,Rectangle,48,39,35,0.9,Neutral,Skirt,Olive,-,-,Checked,Denim,Casual,Peplum Top,167.5
IMG_479,Apple,43,34,35,1.03,Cool,Dress,Black,Half,Boat,Checked,Cotton,Formal,Longline Jacket,189.6
IMG_480,Rectangle,44,35,38,1.09,Neutral,Skirt,Lavender,-,-,Printed,Linen,Traditional,Belted Dress,174.0
IMG_481,Pear,44,32,46,1.44,Neutral,Kurti,Pink,3/4,V-Neck,Checked,Polyester,Traditional,Dark Bottom,164.0
IMG_482,Rectangle,38,30,43,1.43,Neutral,Skirt,Brown,-,-,Polka Dot,Denim,Casual,Layered Outfit,157.4
IMG_483,Pear,41,38,45,1.18,Warm,Kurti,White,3/4,Sweetheart,Checked,Rayon,Traditional,A-Line Dress,152.1
IMG_484,Hourglass,36,32,44,1.38,Warm,Blouse,Brown,3/4,Square,Floral,Cotton,Casual,High-Waist Trousers,166.6
IMG_485,Apple,37,31,35,1.13,Neutral,Skirt,Black,-,-,Floral,Polyester,Traditional,Straight-Leg Trousers,158.9
IMG_486,Pear,45,35,34,0.97,Cool,Jacket,Yellow,Sleeveless,V-Neck,Polka Dot,Rayon,Traditional,Boat-Neck Top,153.6
IMG_487,Apple,37,26,46,1.77,Neutral,Dress,Green,Full,V-Neck,Polka Dot,Cotton,Party,Empire-Waist Dress,159.8
IMG_488,Hourglass,44,26,36,1.38,Cool,Trousers,Red,-,-,Polka Dot,Silk,College,Fitted Dress,156.3
IMG_489,Hourglass,42,26,45,1.73,Warm,Kurti,Grey,Half,High Neck,Printed,Polyester,Party,High-Waist Trousers,178.5
IMG_490,Apple,47,30,37,1.23,Cool,Skirt,Sky Blue,-,-,Printed,Cotton,Party,Empire-Waist Dress,172.1
IMG_491,Apple,40,34,35,1.03,Neutral,Jeans,White,-,-,Checked,Cotton,Traditional,Straight-Leg Trousers,164.9
IMG_492,Apple,48,34,47,1.38,Neutral,Jacket,Red,3/4,Square,Floral,Rayon,Formal,Straight-Leg Trousers,176.8
IMG_493,Inverted Triangle,46,33,44,1.33,Neutral,T-Shirt,Grey,3/4,Round,Checked,Cotton,College,Wide-Leg Trousers,165.6
IMG_494,Rectangle,44,37,37,1.0,Cool,Kurti,Pink,Full,Round,Polka Dot,Rayon,Party,Layered Outfit,158.1
IMG_495,Rectangle,38,27,40,1.48,Neutral,Blouse,White,3/4,Collar,Checked,Denim,Traditional,Belted Dress,177.2
IMG_496,Pear,36,37,44,1.19,Neutral,Dress,Peach,Short,High Neck,Striped,Rayon,Party,Structured Top,169.3
IMG_497,Pear,37,29,47,1.62,Neutral,Trousers,Lavender,-,-,Striped,Rayon,Casual,A-Line Dress,156.7
IMG_498,Inverted Triangle,48,27,44,1.63,Warm,Kurti,Olive,Sleeveless,Sweetheart,Floral,Linen,Traditional,V-Neck Top,163.5
IMG_499,Apple,41,40,48,1.2,Cool,Jacket,Lavender,Short,Sweetheart,Printed,Linen,College,Empire-Waist Dress,158.0
IMG_500,Hourglass,46,35,36,1.03,Cool,Jacket,Green,Full,Round,Printed,Linen,College,Fitted Dress,153.9
