Image_ID,Body_Shape,Shoulder_cm,Waist_cm,Hip_cm,Hip_Waist_Ratio,Colour_Palette,Garment_Type,Garment_Colour,Sleeve,Neckline,Pattern,Fabric,Occasion,Recommendation
IMG_433,Rectangle,40,32,46,1.44,Warm,T-Shirt,Green,Half,V-Neck,Printed,Rayon,College,Layered Outfit
IMG_434,Rectangle,48,36,45,1.25,Neutral,Kurti,Brown,Full,V-Neck,Polka Dot,Denim,Party,Pleated Skirt
IMG_435,Pear,36,36,35,0.97,Neutral,Kurti,Navy Blue,Sleeveless,Boat,Solid,Silk,Party,Boat-Neck Top
IMG_436,Rectangle,36,28,43,1.54,Cool,Jacket,Black,Short,Round,Striped,Linen,Traditional,Peplum Top
IMG_437,Apple,46,40,44,1.1,Neutral,Jeans,Lavender,-,-,Floral,Rayon,Traditional,Straight-Leg Trousers
IMG_438,Rectangle,35,38,45,1.18,Warm,Blouse,Green,Full,Round,Printed,Denim,College,Pleated Skirt
IMG_439,Pear,35,31,37,1.19,Cool,Trousers,Yellow,-,-,Checked,Linen,Formal,Dark Bottom
IMG_440,Hourglass,42,39,46,1.18,Neutral,Trousers,White,-,-,Floral,Denim,Traditional,Fitted Dress
IMG_441,Rectangle,34,36,48,1.33,Warm,Skirt,Pink,-,-,Checked,Polyester,Party,Peplum Top
IMG_442,Rectangle,48,34,47,1.38,Neutral,Jacket,Green,3/4,Round,Checked,Wool,Formal,Belted Dress
IMG_443,Pear,42,27,35,1.3,Neutral,Kurti,Brown,Sleeveless,High Neck,Solid,Denim,Formal,Dark Bottom
IMG_444,Apple,47,27,37,1.37,Neutral,Skirt,Lavender,-,-,Polka Dot,Rayon,Casual,Empire-Waist Dress
IMG_445,Rectangle,34,33,45,1.36,Warm,Shirt,Black,Sleeveless,V-Neck,Checked,Polyester,Casual,Layered Outfit
IMG_446,Inverted Triangle,48,30,40,1.33,Neutral,Skirt,Peach,-,-,Floral,Linen,Casual,Flowy Dress
IMG_447,Hourglass,44,27,42,1.56,Neutral,Sweater,Yellow,Sleeveless,Sweetheart,Polka Dot,Polyester,Casual,Wrap Dress
IMG_448,Hourglass,39,40,42,1.05,Neutral,Jeans,Red,-,-,Printed,Cotton,Party,Belted Outfit
IMG_449,Hourglass,40,32,47,1.47,Warm,Kurti,Peach,Short,V-Neck,Polka Dot,Silk,Traditional,High-Waist Trousers
IMG_450,Rectangle,44,28,38,1.36,Neutral,Kurti,Black,Short,Round,Solid,Cotton,Traditional,Pleated Skirt
IMG_451,Rectangle,42,34,35,1.03,Neutral,Trousers,Sky Blue,-,-,Striped,Silk,Traditional,Layered Outfit
IMG_452,Apple,36,28,37,1.32,Cool,Dress,Lavender,Sleeveless,V-Neck,Polka Dot,Rayon,Traditional,V-Neck Outfit
IMG_453,Apple,47,38,48,1.26,Neutral,Kurti,Peach,Sleeveless,Collar,Polka Dot,Cotton,Party,V-Neck Outfit
IMG_454,Inverted Triangle,37,37,43,1.16,Cool,Blouse,Maroon,Short,Round,Checked,Polyester,Casual,Wide-Leg Trousers
IMG_455,Rectangle,39,33,41,1.24,Neutral,Jeans,Olive,-,-,Polka Dot,Polyester,Formal,Belted Dress
IMG_456,Pear,46,31,40,1.29,Cool,Dress,Black,Short,High Neck,Polka Dot,Wool,College,Boat-Neck Top
IMG_457,Rectangle,47,31,36,1.16,Cool,Jacket,Grey,3/4,Collar,Checked,Silk,Traditional,Peplum Top
IMG_458,Hourglass,36,36,43,1.19,Cool,Blouse,Lavender,Full,V-Neck,Checked,Wool,Casual,Wrap Dress
IMG_459,Apple,48,26,47,1.81,Warm,Sweater,Yellow,Full,Boat,Printed,Denim,Casual,Straight-Leg Trousers
IMG_460,Inverted Triangle,42,40,42,1.05,Warm,Trousers,Yellow,-,-,Floral,Denim,Traditional,V-Neck Top
IMG_461,Apple,36,33,42,1.27,Cool,Trousers,White,-,-,Printed,Cotton,Formal,Empire-Waist Dress
IMG_462,Inverted Triangle,46,34,36,1.06,Warm,Sweater,Navy Blue,Full,High Neck,Striped,Wool,College,V-Neck Top
IMG_463,Inverted Triangle,34,29,46,1.59,Warm,Jeans,Sky Blue,-,-,Checked,Denim,Casual,Wide-Leg Trousers
IMG_464,Rectangle,42,40,46,1.15,Cool,Jacket,Pink,Sleeveless,Round,Polka Dot,Linen,Casual,Belted Dress
IMG_465,Apple,47,37,38,1.03,Neutral,Blouse,Green,3/4,High Neck,Floral,Linen,Traditional,V-Neck Outfit
IMG_466,Pear,42,30,40,1.33,Cool,Trousers,Green,-,-,Checked,Silk,College,A-Line Dress
IMG_467,Inverted Triangle,42,40,36,0.9,Warm,Shirt,Navy Blue,Full,High Neck,Checked,Denim,Formal,Wide-Leg Trousers
IMG_468,Hourglass,36,31,43,1.39,Warm,Skirt,Yellow,-,-,Checked,Wool,Casual,Belted Outfit
IMG_469,Pear,44,33,41,1.24,Warm,Skirt,Olive,-,-,Solid,Denim,Casual,Structured Top
IMG_470,Pear,43,35,36,1.03,Neutral,T-Shirt,Yellow,Full,V-Neck,Solid,Denim,Party,Structured Top
IMG_471,Apple,42,32,43,1.34,Warm,Jeans,Yellow,-,-,Solid,Denim,College,Longline Jacket
IMG_472,Pear,47,33,36,1.09,Cool,Sweater,Lavender,Short,Sweetheart,Printed,Rayon,Formal,Boat-Neck Top
IMG_473,Rectangle,36,37,44,1.19,Cool,Sweater,Grey,Full,Round,Striped,Silk,College,Layered Outfit
IMG_474,Apple,35,26,37,1.42,Neutral,Skirt,Lavender,-,-,Striped,Polyester,Casual,Empire-Waist Dress
IMG_475,Apple,41,40,43,1.07,Neutral,Kurti,Black,Sleeveless,Round,Floral,Wool,Formal,V-Neck Outfit
IMG_476,Inverted Triangle,48,38,44,1.16,Cool,Trousers,Green,-,-,Solid,Wool,Traditional,Flowy Dress
IMG_477,Inverted Triangle,37,38,41,1.08,Neutral,Sweater,Maroon,Sleeveless,Boat,Striped,Linen,College,Wide-Leg Trousers
IMG_478,Rectangle,48,39,35,0.9,Neutral,Skirt,Olive,-,-,Checked,Denim,Casual,Peplum Top
IMG_479,Apple,43,34,35,1.03,Cool,Dress,Black,Half,Boat,Checked,Cotton,Formal,Longline Jacket
IMG_480,Rectangle,44,35,38,1.09,Neutral,Skirt,Lavender,-,-,Printed,Linen,Traditional,Belted Dress
IMG_481,Pear,44,32,46,1.44,Neutral,Kurti,Pink,3/4,V-Neck,Checked,Polyester,Traditional,Dark Bottom
IMG_482,Rectangle,38,30,43,1.43,Neutral,Skirt,Brown,-,-,Polka Dot,Denim,Casual,Layered Outfit
IMG_483,Pear,41,38,45,1.18,Warm,Kurti,White,3/4,Sweetheart,Checked,Rayon,Traditional,A-Line Dress
IMG_484,Hourglass,36,32,44,1.38,Warm,Blouse,Brown,3/4,Square,Floral,Cotton,Casual,High-Waist Trousers
IMG_485,Apple,37,31,35,1.13,Neutral,Skirt,Black,-,-,Floral,Polyester,Traditional,Straight-Leg Trousers
IMG_486,Pear,45,35,34,0.97,Cool,Jacket,Yellow,Sleeveless,V-Neck,Polka Dot,Rayon,Traditional,Boat-Neck Top
IMG_487,Apple,37,26,46,1.77,Neutral,Dress,Green,Full,V-Neck,Polka Dot,Cotton,Party,Empire-Waist Dress
IMG_488,Hourglass,44,26,36,1.38,Cool,Trousers,Red,-,-,Polka Dot,Silk,College,Fitted Dress
IMG_489,Hourglass,42,26,45,1.73,Warm,Kurti,Grey,Half,High Neck,Printed,Polyester,Party,High-Waist Trousers
IMG_490,Apple,47,30,37,1.23,Cool,Skirt,Sky Blue,-,-,Printed,Cotton,Party,Empire-Waist Dress
IMG_491,Apple,40,34,35,1.03,Neutral,Jeans,White,-,-,Checked,Cotton,Traditional,Straight-Leg Trousers
IMG_492,Apple,48,34,47,1.38,Neutral,Jacket,Red,3/4,Square,Floral,Rayon,Formal,Straight-Leg Trousers
IMG_493,Inverted Triangle,46,33,44,1.33,Neutral,T-Shirt,Grey,3/4,Round,Checked,Cotton,College,Wide-Leg Trousers
IMG_494,Rectangle,44,37,37,1.0,Cool,Kurti,Pink,Full,Round,Polka Dot,Rayon,Party,Layered Outfit
IMG_495,Rectangle,38,27,40,1.48,Neutral,Blouse,White,3/4,Collar,Checked,Denim,Traditional,Belted Dress
IMG_496,Pear,36,37,44,1.19,Neutral,Dress,Peach,Short,High Neck,Striped,Rayon,Party,Structured Top
IMG_497,Pear,37,29,47,1.62,Neutral,Trousers,Lavender,-,-,Striped,Rayon,Casual,A-Line Dress
IMG_498,Inverted Triangle,48,27,44,1.63,Warm,Kurti,Olive,Sleeveless,Sweetheart,Floral,Linen,Traditional,V-Neck Top
IMG_499,Apple,41,40,48,1.2,Cool,Jacket,Lavender,Short,Sweetheart,Printed,Linen,College,Empire-Waist Dress
IMG_500,Hourglass,46,35,36,1.03,Cool,Jacket,Green,Full,Round,Printed,Linen,College,Fitted Dress
